mm,2019-11-14 09:06:38,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 09:06:41,10049803001102084,1,2,75.0,130.0, 0000.01,mvac,FAIL
mm,2019-11-14 09:06:54,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 09:06:57,10049803001102084,1,2,75.0,130.0, 0000.02,mvac,FAIL
mm,2019-11-14 09:07:05,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 09:07:07,10049803001102084,1,2,75.0,130.0, 0000.01,mvac,FAIL
mm,2019-11-14 11:32:43,10049803001102084,1,2,75.0,130.0, 0000.01,mvac,FAIL
mm,2019-11-14 11:36:00,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 11:36:08,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 11:37:37,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 11:48:05,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 11:52:36,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 11:55:35,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 11:56:11,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-14 11:59:55,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
