mm,2019-11-15 09:42:03,10049803001102084,1,1,320.0,330.0,-0004.57,mvdc,FAIL
mm,2019-11-15 09:42:06,10049803001102084,1,2,75.0,130.0, 0024.11,mvac,FAIL
mm,2019-11-15 09:42:19,10049803001102084,1,1,320.0,330.0, 0000.37,mvdc,FAIL
mm,2019-11-15 09:42:22,10049803001102084,1,2,75.0,130.0, 0023.94,mvac,FAIL
mm,2019-11-15 09:42:27,10049803001102084,1,1,320.0,330.0,-0000.06,mvdc,FAIL
mm,2019-11-15 09:42:30,10049803001102084,1,2,75.0,130.0, 0024.04,mvac,FAIL
mm,2019-11-15 09:42:36,10049803001102084,1,1,320.0,330.0,-0000.05,mvdc,FAIL
mm,2019-11-15 09:42:38,10049803001102084,1,2,75.0,130.0, 0024.05,mvac,FAIL
mm,2019-11-15 09:42:44,10049803001102084,1,1,320.0,330.0,-0000.04,mvdc,FAIL
mm,2019-11-15 09:42:46,10049803001102084,1,2,75.0,130.0, 0024.09,mvac,FAIL
mm,2019-11-15 09:42:52,10049803001102084,1,1,320.0,330.0,-0000.04,mvdc,FAIL
mm,2019-11-15 09:42:54,10049803001102084,1,2,75.0,130.0, 0024.09,mvac,FAIL
mm,2019-11-15 09:43:00,10049803001102084,1,1,320.0,330.0,-0000.07,mvdc,FAIL
mm,2019-11-15 09:43:03,10049803001102084,1,2,75.0,130.0, 0024.01,mvac,FAIL
mm,2019-11-15 09:43:08,10049803001102084,1,1,320.0,330.0,-0000.10,mvdc,FAIL
mm,2019-11-15 09:43:11,10049803001102084,1,2,75.0,130.0, 0023.97,mvac,FAIL
mm,2019-11-15 09:43:16,10049803001102084,1,1,320.0,330.0,-0000.04,mvdc,FAIL
mm,2019-11-15 09:43:19,10049803001102084,1,2,75.0,130.0, 0023.96,mvac,FAIL
mm,2019-11-15 09:43:25,10049803001102084,1,1,320.0,330.0,-0000.05,mvdc,FAIL
mm,2019-11-15 09:43:27,10049803001102084,1,2,75.0,130.0, 0024.05,mvac,FAIL
mm,2019-11-15 09:43:33,10049803001102084,1,1,320.0,330.0, 0036.39,mvdc,FAIL
mm,2019-11-15 09:43:35,10049803001102084,1,2,75.0,130.0, 0037.64,mvac,FAIL
mm,2019-11-15 09:43:41,10049803001102084,1,1,320.0,330.0, 0031.78,mvdc,FAIL
mm,2019-11-15 09:43:43,10049803001102084,1,2,75.0,130.0, 0041.07,mvac,FAIL
mm,2019-11-15 09:44:15,10049803001102084,1,1,320.0,330.0, 0105.96,mvdc,FAIL
mm,2019-11-15 09:44:18,10049803001102084,1,2,75.0,130.0, 0052.86,mvac,FAIL
mm,2019-11-15 09:44:52,10049803001102084,1,1,320.0,330.0, 0089.04,mvdc,FAIL
mm,2019-11-15 09:44:55,10049803001102084,1,2,75.0,130.0, 0053.12,mvac,FAIL
mm,2019-11-15 09:45:48,10049803001102084,1,1,320.0,330.0, 0000.45,mvdc,FAIL
mm,2019-11-15 09:45:51,10049803001102084,1,2,75.0,130.0, 0023.96,mvac,FAIL
mm,2019-11-15 09:45:56,10049803001102084,1,1,320.0,330.0,-0036.66,mvdc,FAIL
mm,2019-11-15 09:45:59,10049803001102084,1,2,75.0,130.0, 0016.90,mvac,FAIL
mm,2019-11-15 09:46:05,10049803001102084,1,1,320.0,330.0,-0020.21,mvdc,FAIL
mm,2019-11-15 09:46:07,10049803001102084,1,2,75.0,130.0, 0036.44,mvac,FAIL
mm,2019-11-15 09:46:13,10049803001102084,1,1,320.0,330.0,-0010.51,mvdc,FAIL
mm,2019-11-15 09:46:15,10049803001102084,1,2,75.0,130.0, 0015.18,mvac,FAIL
mm,2019-11-15 09:46:21,10049803001102084,1,1,320.0,330.0,-0009.43,mvdc,FAIL
mm,2019-11-15 09:46:23,10049803001102084,1,2,75.0,130.0, 0013.59,mvac,FAIL
mm,2019-11-15 09:46:29,10049803001102084,1,1,320.0,330.0, 0019.73,mvdc,FAIL
mm,2019-11-15 09:46:31,10049803001102084,1,2,75.0,130.0, 0033.18,mvac,FAIL
mm,2019-11-15 09:46:37,10049803001102084,1,1,320.0,330.0,-0014.46,mvdc,FAIL
mm,2019-11-15 09:46:40,10049803001102084,1,2,75.0,130.0, 0031.93,mvac,FAIL
mm,2019-11-15 09:46:45,10049803001102084,1,1,320.0,330.0,-0010.23,mvdc,FAIL
mm,2019-11-15 09:46:48,10049803001102084,1,2,75.0,130.0, 0022.63,mvac,FAIL
mm,2019-11-15 09:46:53,10049803001102084,1,1,320.0,330.0,-0005.00,mvdc,FAIL
mm,2019-11-15 09:46:56,10049803001102084,1,2,75.0,130.0, 0033.85,mvac,FAIL
mm,2019-11-15 09:47:02,10049803001102084,1,1,320.0,330.0,-0000.51,mvdc,FAIL
mm,2019-11-15 09:47:04,10049803001102084,1,2,75.0,130.0, 0016.96,mvac,FAIL
mm,2019-11-15 09:47:10,10049803001102084,1,1,320.0,330.0, 0000.88,mvdc,FAIL
mm,2019-11-15 09:47:12,10049803001102084,1,2,75.0,130.0, 0022.28,mvac,FAIL
