mm,2019-11-11 16:02:24,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:02:56,,2,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:03:28,,3,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:04:00,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:06:20,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:06:52,,2,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:07:23,,3,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:07:54,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:21:31,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:23:06,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:26:04,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:26:04,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:34:00,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:34:00,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:36:33,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:36:33,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:36:44,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:36:44,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:37:44,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-11 16:37:45,,4,1,320.0,330.0,216.66666666666666,mvdc,FAIL
mm,2019-11-11 16:41:13,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
