mm,2019-11-15 10:44:57,10049803001102084,1,1,320.0,330.0,-0000.97,mvdc,FAIL
mm,2019-11-15 10:44:59,10049803001102084,1,2,75.0,130.0, 0022.13,mvac,FAIL
mm,2019-11-15 10:45:05,10049803001102084,1,1,320.0,330.0, 0000.41,mvdc,FAIL
mm,2019-11-15 10:45:07,10049803001102084,1,2,75.0,130.0, 0022.28,mvac,FAIL
mm,2019-11-15 10:45:13,10049803001102084,1,1,320.0,330.0, 0002.98,mvdc,FAIL
mm,2019-11-15 10:45:15,10049803001102084,1,2,75.0,130.0, 0022.39,mvac,FAIL
mm,2019-11-15 10:45:21,10049803001102084,1,1,320.0,330.0, 0000.30,mvdc,FAIL
mm,2019-11-15 10:45:24,10049803001102084,1,2,75.0,130.0, 0022.20,mvac,FAIL
mm,2019-11-15 10:45:29,10049803001102084,1,1,320.0,330.0, 0000.57,mvdc,FAIL
mm,2019-11-15 10:45:32,10049803001102084,1,2,75.0,130.0, 0022.31,mvac,FAIL
mm,2019-11-15 10:45:37,10049803001102084,1,1,320.0,330.0, 0000.47,mvdc,FAIL
mm,2019-11-15 10:45:40,10049803001102084,1,2,75.0,130.0, 0022.37,mvac,FAIL
mm,2019-11-15 10:45:46,10049803001102084,1,1,320.0,330.0,-0000.03,mvdc,FAIL
mm,2019-11-15 10:45:48,10049803001102084,1,2,75.0,130.0, 0022.53,mvac,FAIL
mm,2019-11-15 10:45:54,10049803001102084,1,1,320.0,330.0,-0000.04,mvdc,FAIL
mm,2019-11-15 10:45:56,10049803001102084,1,2,75.0,130.0, 0022.51,mvac,FAIL
mm,2019-11-15 10:46:02,10049803001102084,1,1,320.0,330.0,-0000.01,mvdc,FAIL
mm,2019-11-15 10:46:04,10049803001102084,1,2,75.0,130.0, 0022.46,mvac,FAIL
mm,2019-11-15 10:46:10,10049803001102084,1,1,320.0,330.0,-0000.02,mvdc,FAIL
mm,2019-11-15 10:46:12,10049803001102084,1,2,75.0,130.0, 0022.55,mvac,FAIL
mm,2019-11-15 10:46:18,10049803001102084,1,1,320.0,330.0, 0000.00,mvdc,FAIL
mm,2019-11-15 10:46:21,10049803001102084,1,2,75.0,130.0, 0022.58,mvac,FAIL
mm,2019-11-15 10:46:26,10049803001102084,1,1,320.0,330.0,-0000.03,mvdc,FAIL
mm,2019-11-15 10:46:29,10049803001102084,1,2,75.0,130.0, 0022.55,mvac,FAIL
